type,zavid,matzavid,maticna,region,municipality,name,address,post,post.office,openstreetmap,slid,phone,fax,email,website,geo.lat,geo.lon
PV,11212,14637,5055822004,sg,Slovenj Gradec,"VVZ Slovenj Gradec, ENOTA PODGORJE",Podgorje 173,2381,Podgorje pri Slovenj Gradcu,,,02 885 82 01,,vrtec.slov-gradec@guest.arnes.si,,46.47150,15.08725
PV,11213,14637,5055822005,sg,Slovenj Gradec,"VVZ Slovenj Gradec, ENOTA MAISTROVA",Maistrova ulica 2 A,2380,Slovenj Gradec,,,"02 62 09 550, 02 884 27 11",,vrtec.slov-gradec@guest.arnes.si,,46.50377,15.08232
PV,11214,14637,5055822006,sg,Mislinja,"VVZ Slovenj Gradec, ENOTA MISLINJA",Šentlenart 31,2382,Mislinja,,,"02 88 55 218, 02 62 09 569",,vrtec.slov-gradec@guest.arnes.si,http://www.vrtec-sg.si,46.44315,15.19442
PV,11215,14637,5055822007,sg,Mislinja,"VVZ Slovenj Gradec, ENOTA MISLINJA oddelek DOLIČ",Srednji Dolič 4,2382,Mislinja,,,02 88 56 633,,vrtec.slov-gradec@guest.arnes.si,http://www.vrtec-sg.si,46.42082,15.21726
PV,17370,14637,5055822009,sg,Slovenj Gradec,"VVZ SLOVENJ GRADEC, enota",Maistrova ulica 2 A,2380,Slovenj Gradec,,,"02 6209550, 02 88 42 711",,vrtec.slov-gradec@guest.arnes.si,http://www.vrtec-sg.si,46.50377,15.08232
PV,1107,14637,5055822010,sg,Slovenj Gradec,"VVZ Slovenj Gradec, ENOTA MAISTROVA, oddelek Sele",Sele 1,2380,Slovenj Gradec,,,031 611 471,,vrtec.slov-gradec@guest.arnes.si,http://www.vrtec-sg.si,46.51704,15.04112
PV,18110,14637,5055822011,sg,Slovenj Gradec,"VVZ SLOVENJ GRADEC, enota CELJSKA",Celjska cesta 29,2380,Slovenj Gradec,,,02 620 95 66,,vrtec.slov-gradec@guest.arnes.si,http://www.vrtec-sg.si,46.50382,15.08582
PV,12773,12773,2268531000,mb,Slovenska Bistrica,"Zavod Sv. Jerneja, Vrtec Blaže in Nežica",Trg Alfonza Šarha 6,2310,Slovenska Bistrica,,,0590 38 942,0590 36 196,info@slomskov-vrtec.si,http://www.slomskov-vrtec.si,46.39539,15.57415
PV,1082,1082,5050685000,mb,Slovenska Bistrica,Vrtec Otona Župančiča Slovenska Bistrica,Zidanškova ulica 1 A,2310,Slovenska Bistrica,,,02 80 51 420,02 80 51 430,vrtec.slo-bistrica@guest.arnes.si,http://www.vrtec-slobistrica.com,46.39525,15.56950
PV,11109,1082,5050685001,mb,Slovenska Bistrica,"Vrtec Otona Župančiča Slovenska Bistrica, Enota Sonček",Zidanškova ulica 1 A,2310,Slovenska Bistrica,,,02 80 51 420,02 80 51 430,vrtec.slo-bistrica@guest.arnes.si,http://www.vrtec-slobistrica.com,46.39525,15.56950
PV,11110,1082,5050685002,mb,Oplotnica,"Vrtec Otona Župančiča Slovenska Bistrica, Enota Mlinček Oplotnica",Ulica Pohorskega bataljona 23 A,2317,Oplotnica,,,02 80 33 450,02 80 51 430,vrtec.slo-bistrica@guest.arnes.si,http://www.vrtec-slobistrica.com,46.38778,15.45078
PV,11111,1082,5050685003,mb,Oplotnica,"Vrtec Otona Župančiča Slovenska Bistrica, Enota Oplotnica I.",Ulica Pohorskega bataljona 19,2317,Oplotnica,,,02 80 33 450,02 80 51 430,vrtec.slo-bistrica@guest.arnes.si,http://www.vrtec-slobistrica.com,46.38758,15.44922
PV,11112,1082,5050685004,mb,Oplotnica,"Vrtec Otona Župančiča Slovenska Bistrica, Enota Prihova",Prihova 1,2317,Oplotnica,,,02 80 19 516,02 80 51 430,vrtec.slo-bistrica@guest.arnes.si,http://www.vrtec-slobistrica.com,46.37077,15.48717
PV,11113,1082,5050685005,mb,Slovenska Bistrica,"Vrtec Otona Župančiča Slovenska Bistrica, Enota Ciciban",Tomšičeva ulica 1,2310,Slovenska Bistrica,,,02 80 51 440,02 80 51 430,vrtec.slo-bistrica@guest.arnes.si,http://www.vrtec-slobistrica.com,46.39389,15.56374
PV,11114,1082,5050685006,mb,Slovenska Bistrica,"Vrtec Otona Župančiča Slovenska Bistrica, Enota Ozka ulica",Ozka ulica 7,2310,Slovenska Bistrica,,,02 80 51 448,02 80 51 430,vrtec.slo-bistrica@guest.arnes.si,http://www.vrtec-slobistrica.com,46.39313,15.57081
PV,11129,1082,5050685007,mb,Poljčane,"Vrtec Otona Župančiča Slovenska Bistrica, Enota Poljčane",Dravinjska cesta 28,2319,Poljčane,,,02 80 33 455,02 80 51 430,vrtec.slo-bistrica@guest.arnes.si,http://www.vrtec-slobistrica.com,46.31132,15.58186
PV,11131,1082,5050685009,mb,Poljčane,"Vrtec Otona Župančiča Slovenska Bistrica, Enota Studenice",Studenice 53,2319,Poljčane,,,02 80 33 465,02 80 51 430,vrtec.slo-bistrica@guest.arnes.si,http://www.vrtec-slobistrica.com,46.30523,15.61206
PV,11132,1082,5050685010,mb,Makole,"Vrtec Otona Župančiča Slovenska Bistrica, Enota Makole",Makole 39,2321,Makole,,,02 80 33 470,02 80 51 430,vrtec.slo-bistrica@guest.arnes.si,http://www.vrtec-slobistrica.com,46.31753,15.66615
PV,11150,1082,5050685012,mb,Slovenska Bistrica,"Vrtec Otona Župančiča Slovenska Bistrica, Enota Pragersko",Pionirska ulica 13,2331,Pragersko,,,02 80 33 485,02 80 51 430,vrtec.slo-bistrica@guest.arnes.si,http://www.vrtec-slobistrica.com,46.39803,15.65872
PV,11153,1082,5050685013,mb,Slovenska Bistrica,"Vrtec Otona Župančiča Slovenska Bistrica, Enota Sp. Polskava",Spodnja Polskava 245,2331,Pragersko,,,02 80 33 475,02 80 51 430,vrtec.slo-bistrica@guest.arnes.si,http://www.vrtec-slobistrica.com,46.41305,15.63665
PV,11157,1082,5050685014,mb,Slovenska Bistrica,"Vrtec Otona Župančiča Slovenska Bistrica, Enota Zg. Polskava",Ingoličeva ulica 2,2314,Zgornja Polskava,,,02 80 33 480,02 80 51 430,vrtec.slo-bistrica@guest.arnes.si,http://www.vrtec-slobistrica.com,46.42734,15.61061
PV,11160,1082,5050685017,mb,Slovenska Bistrica,"Vrtec Otona Župančiča Slovenska Bistrica, Enota Kebelj",Kebelj 23,2317,Oplotnica,,,02 84 50 203,02 80 51 430,vrtec.slo-bistrica@guest.arnes.si,http://www.vrtec-slobistrica.com,46.41116,15.45362
PV,11161,1082,5050685018,mb,Slovenska Bistrica,"Vrtec Otona Župančiča Slovenska Bistrica, Enota Tinje",Veliko Tinje 30,2316,Zgornja Ložnica,,,02 84 31 477,02 80 51 430,vrtec.slo-bistrica@guest.arnes.si,http://www.vrtec-slobistrica.com,46.41352,15.50070
PV,11163,1082,5050685020,mb,Slovenska Bistrica,"Vrtec Otona Župančiča Slovenska Bistrica, Enota Zgornja Ložnica",Zgornja Ložnica 43,2316,Zgornja Ložnica,,,02 80 51 408,02 80 51 430,vrtec.slo-bistrica@guest.arnes.si,http://www.vrtec-slobistrica.com,46.39344,15.50823
PV,22715,1082,5050685021,mb,Slovenska Bistrica,"Vrtec Otona Župančiča Slovenska Bistrica, Enota Šmartno na Pohorju",Šmartno na Pohorju 24 A,2315,Šmartno na Pohorju,,,02 80 51 420,02 80 51 430,vrtec.slo-bistrica@guest.arnes.si,http://www.vrtec-slobistrica.com,46.44595,15.53721
PV,16931,16931,5087635001,mb,Slovenska Bistrica,"OŠ dr. Jožeta Pučnika Črešnjevec, Vrtec Črešnjevec - Leskovec, Enota Leskovec",Leskovec 67,2331,Pragersko,,,02 803 34 90,02 805 51 58,o-cresnjevec.mb@guest.arnes.si,,46.38771,15.62789
PV,16930,16930,5087635002,mb,Slovenska Bistrica,"OŠ dr. Jožeta Pučnika Črešnjevec, Vrtec Črešnjevec - Leskovec, enota Črešnjevec",Črešnjevec 47,2310,Slovenska Bistrica,,,02 805 51 50,02 805 51 58,o-cresnjevec.mb@guest.arnes.si,,46.37280,15.61456
PV,13229,13229,5087635004,mb,Slovenska Bistrica,"OŠ dr. Jožeta Pučnika Črešnjevec,Vrtec Črešnjevec - Leskovec, Enota Črešnjevec",Črešnjevec 47,2310,Slovenska Bistrica,,,02 805 51 50,02 805 51 58,o-cresnjevec.mb@guest.arnes.si,,46.37280,15.61456
PV,15989,15989,5087643001,mb,Slovenska Bistrica,"Osnovna šola Gustava Šiliha Laporje, Vrtec Laporje",Laporje 31,2318,Laporje,,,02 829 58 50,02 829 58 53,group1.osmbgs@guest.arnes.si,,46.34877,15.59242
PV,21195,21195,5087643002,mb,Slovenska Bistrica,"Osnovna šola Gustava Šiliha Laporje, Vrtec Laporje, enota",Laporje 31,2318,Laporje,,,02 829 58 50,02 829 58 53,group1.osmbgs@guest.arnes.si,,46.34877,15.59242
PV,16009,16009,5089425001,mb,Slovenska Bistrica,"Osnovni šoli Šmartno na Pohorju, Vrtec Šmartno na Pohorju",Šmartno na Pohorju 24 A,2315,Šmartno na Pohorju,,,02 803 32 30,02 803 32 36,project1.osmbsp@guest.arnes.si,http://www.smartno-poh.si,46.44595,15.53721
PV,16549,16549,3541835000,ce,Slovenske Konjice,Zasebni vrtec Mali grof d.o.o.,Grajska ulica 8 A,3210,Slovenske Konjice,,,03 5752563,03 5750263,info@vrtecmaligrof.si,,46.33437,15.41982
PV,1083,1083,5050693000,ce,Slovenske Konjice,Vrtec Slovenske Konjice,Usnjarska cesta 12,3210,Slovenske Konjice,,,03 757 28 70,03 757 28 89,,http://www.vrtec-konjice.si/,46.33966,15.42966
PV,14070,1083,5050693002,ce,Slovenske Konjice,"Vrtec Slovenske Konjice, Enota Tatenbachova",Tattenbachova ulica 5,3210,Slovenske Konjice,,,03 758 07 40,,,http://www.vrtec-konjice.si/,46.33615,15.41724
PV,14071,1083,5050693003,ce,Slovenske Konjice,"Vrtec Slovenske Konjice, Enota Prevrat",Usnjarska cesta 12,3210,Slovenske Konjice,,,03 575 41 10,,,http://www.vrtec-konjice.si/,46.33966,15.42966
PV,14073,1083,5050693004,ce,Slovenske Konjice,"Vrtec Slovenske Konjice, Enota Loče",Šolska ulica 2,3215,Loče,,,03 576 31 25,,,http://www.vrtec-konjice.si/,46.30202,15.49771
PV,14074,1083,5050693005,ce,Slovenske Konjice,"Vrtec Slovenske Konjice, Enota Tepanje",Tepanje 27,3210,Slovenske Konjice,,,03 620 26 70,03 620 26 70,,http://www.vrtec-konjice.si/,46.34560,15.47420
PV,14075,1083,5050693006,ce,Slovenske Konjice,"Vrtec Slovenske Konjice, dislociran oddelek KS Jernej",Sveti Jernej 40,3215,Loče,,,03 031 33 89,,,http://www.vrtec-konjice.si/,46.32410,15.51838
PV,14078,1083,5050693007,ce,Slovenske Konjice,"Vrtec Slovenske Konjice, dislociran oddelek KS Špitalič",Špitalič pri Slov. Konjicah 2,3215,Loče,,,,,,http://www.vrtec-konjice.si/,46.30908,15.41520
PV,14076,1083,5050693008,ce,Slovenske Konjice,"Vrtec Slovenske Konjice, dislociran oddelek KS Zbelovo",Zbelovo 33 A,3215,Loče,,,03 031 33 94,,,http://www.vrtec-konjice.si/,46.29872,15.52631
PV,14077,1083,5050693009,ce,Slovenske Konjice,"Vrtec Slovenske Konjice, dislociran oddelek KS Žiče",Žiče 14,3215,Loče,,,03 031 34 52,,,http://www.vrtec-konjice.si/,46.31488,15.47836
PV,1162,1162,5087465002,nm,Sodražica,"Osnovna šola dr. Ivana Prijatelja Sodražica, enota Vrtec",Cesta Notranjskega odreda 10,1317,Sodražica,,,01 835 05 58,,,,45.76311,14.63487
PV,14089,14089,5086426001,mb,Središče ob Dravi,"Osnovna šola Središče ob Dravi, enota Vrtec Navihanček",Breg 41,2277,Središče ob Dravi,,,02 741 52 91,,os.sredisce-ob-dravi@guest.arnes.si,,46.39790,16.27054
PV,1275,1275,5085314002,mb,Starše,"Osnovna šola Starše, Vrtec Najdihojca Starše",Starše 6,2205,Starše,,,02 686 48 50,02 686 48 68,os-starse@o-starse.mb.edus.si,http://www.os-starse.si/vrtec/,46.46672,15.76869
PV,11790,11790,5085314004,mb,Starše,"Osnovna šola Starše, Vrtec Pikapolonica Marjeta",Marjeta na Dravskem polju 3 A,2206,Marjeta na Dravskem polju,,,02 686 48 50,02 686 48 68,os-starse@o-starse.mb.edus.si,http://www.os-starse.si/vrtec/,46.45173,15.73972
PV,1151,1151,5086329001,nm,Straža,Vrtec pri OŠ Vavta vas,Vavta vas 1,8351,Straža pri Novem mestu,,,07 308 45 02,07 308 45 24,os.vavta-vas@guest.arnes.si,http://os-vavta-vas.si/vrtecvavtavas/,45.78260,15.08121
PV,3787,3787,5084865002,mb,Sveta Ana,"Osnovna šola Sveta Ana, Enota vrtec",Sv. Ana v Slov. goricah 14,2233,Sv. Ana v Slov. goricah,,,02 729 58 84,02 729 58 78,boris.mlakar@guest.arnes.si,,46.64861,15.84302
PV,13689,13689,5084024001,mb,Sveta Trojica v Slovenskih goricah,"Osnovna šola in vrtec Sveta Trojica, Enota Vrtec",Meznaričeva ulica 1,2235,Sv. Trojica v Slov. goricah,,,02 729 01 91,02 729 01 92,o-st.mb@guest.arnes.si,,46.57548,15.87571
PV,1330,1330,5083753001,ms,Sveti Jurij ob Ščavnici,"Osnovna šola Sv. Jurij ob Ščavnici, Enota Vrtec Sonček",Ulica Edvarda Kocbeka 4,9244,Sveti Jurij ob Ščavnici,,,,,,,46.56841,16.01688
PV,11169,11169,5090105001,mb,Sveti Jurij v Slovenskih goricah,"Osnovna šola Jožeta Hudalesa Jurovski Dol, Enota Vrtec",Jurovski Dol 13,2223,Jurovski Dol,,,02 729 56 70,02 729 56 66,os.jurovskidol@guest.arnes.si,http://www.os-jd.si,46.60854,15.78357
PV,1177,1177,5089166001,mb,Sveti Tomaž,"Osnovna šola Sveti Tomaž, Vzgojno-varstvena enota",Sveti Tomaž 11,2258,Sv.Tomaž,,,02 713 30 51,02 713 30 60,os.tomaz-ormoz@guest.arnes.si,,46.48498,16.07694
PV,3712,3712,5085713003,ms,Šalovci,"Osnovna šola Šalovci, Enota Vrtca Šalovci",Šalovci 172,9204,Šalovci,,,02 559 80 19,02 559 80 11,o-salovci.ms@guest.arnes.si,,46.82242,16.27682
PV,1176,1176,5089069003,ng,Šempeter-Vrtojba,"Osnovna šola Ivana Roba Šempeter pri Gorici, Enota vrtec",Ulica Andreja Gabrščka 1,5290,Šempeter pri Gorici,,,05 303 13 15,,,,45.92769,13.63915
PV,1126,1126,5083249002,kr,Šenčur,"Osnovna šola Šenčur, Enota Vrtec",Pipanova cesta 43,4208,Šenčur,,,04 251 92 71,04 251 92 51,vrtec-sencur@guest.arnes.si,http://www.os-sencur.si/vrtec/default.aspx,46.24860,14.41889
PV,16310,16310,5083249005,kr,Šenčur,"Osnovna šola Šenčur, Enota Vrtec, oddelek Voklo",Voklo 7,4208,Šenčur,,,04 251 92 38,04 251 92 51,vrtec-sencur@guest.arnes.si,http://www.os-sencur.si/vrtec/default.aspx,46.21645,14.41972
PV,16309,16309,5083249006,kr,Šenčur,"Osnovna šola Šenčur, Enota Vrtec, oddelek Visoko",Visoko 67,4212,Visoko,,,04 251 92 45,04 251 92 51,vrtec-sencur@guest.arnes.si,http://www.os-sencur.si/vrtec/default.aspx,46.27299,14.41837
PV,22195,22195,6689361000,kr,Šenčur,"Zavod za kreativno varstvo Ela - Ela, zasebni vrtec",Gasilska cesta 9,4208,Šenčur,,,,,zasebnizavod.ela.ela@gmail.com,,46.24122,14.41941
PV,3705,3705,5085144001,mb,Šentilj,"Osnovna šola Sladki vrh, enota Vrtec Sladki Vrh",Sladki Vrh 8 B,2214,Sladki Vrh,,,02 645 57 74,02 645 57 60,,,46.69818,15.73937
PV,3704,3704,5086167002,mb,Šentilj,"Osnovna šola Rudolfa Maistra Šentilj, Enota Vrtec Šentilj",Mladinska ulica 12,2212,Šentilj v Slov. goricah,,,02 650 61 00,02 650 61 08,os.sentilj@guest.arnes.si,,46.67763,15.65675
PV,17295,17295,5086167004,mb,Šentilj,"Osnovna šola Rudolfa Maistra Šentilj, Enota Vrtca Ceršak",Delavska ulica 8,2215,Ceršak,,,02 647 16 91,02 650 61 08,os.sentilj@guest.arnes.si,,46.69744,15.66702
PV,19870,19870,6228186000,nm,Šentjernej,Vrtec Čebelica Šentjernej,Trubarjeva cesta 8,8310,Šentjernej,,,07 33 74 470,,vrtec-cebelica.sentjernej@guest.arnes.si,http://www.vrtec-sentjernej.si/,45.84483,15.33998
PV,20195,19870,6228186001,nm,Šentjernej,"Vrtec Čebelica Šentjernej, enota Čebelica",Trubarjeva cesta 8,8310,Šentjernej,,,07 337 44 70,,vrtec-cebelica.sentjernej@guest.arnes.si,,45.84483,15.33998
PV,20215,19870,6228186002,nm,Šentjernej,"Vrtec Čebelica Šentjernej, enota Petelinček",Prvomajska cesta 9,8310,Šentjernej,,,05 168 61 52,,,,45.84484,15.34057
PV,20256,19870,6228186005,nm,Šentjernej,"Vrtec Čebelica Šentjernej, enota Živžav",Orehovica 35 B,8310,Šentjernej,,,03 132 39 20,,,,45.81356,15.30559
PV,23455,23455,7257473000,nm,Šentjernej,"Zavod Na kmetiji je lepo, zasebni vrtec",Gorenje Vrhpolje 55,8310,Šentjernej,,,051 382 345,,,,45.81348,15.32676
PV,24015,24015,1732544000,ce,Šentjur,Zasebni vrtec Viljem Julijan,Cesta Leona Dobrotinška 2,3230,Šentjur,,,040 796 176,,info@vrtec-viljemjulijan.si,,46.21482,15.39479
PV,1084,1084,5050707000,ce,Šentjur,Vrtec Šentjur,Gajstova pot 2 A,3230,Šentjur,,,03 746 21 60,03 746 21 61,vrtec.sentjur@guest.arnes.si,,46.20770,15.39016
PV,14629,1084,5050707001,ce,Šentjur,"Vrtec Šentjur, enota Pešnica",Cesta Miloša Zidanška 11,3230,Šentjur,,,03 749 01 33,03 746 21 61,vrtec.sentjur@guest.arnes.si,,46.22403,15.39531
PV,14630,1084,5050707002,ce,Šentjur,"Vrtec Šentjur, enota Hruševec",Gajstova pot 2 A,3230,Šentjur,,,03 574 05 44,03 746 21 61,vrtec.sentjur@guest.arnes.si,,46.20770,15.39016
PV,14631,1084,5050707003,ce,Šentjur,"Vrtec Šentjur, enota Slivnica",Gorica pri Slivnici 71,3263,Gorica pri Slivnici,,,03 579 32 16,03 746 21 61,vrtec.sentjur@guest.arnes.si,,46.18670,15.42731
PV,14632,1084,5050707004,ce,Šentjur,"Vrtec Šentjur, enota Ponikva",Ponikva 29 A,3232,Ponikva,,,03 748 22 71,03 746 21 61,vrtec.sentjur@guest.arnes.si,,46.25118,15.44409
PV,14633,1084,5050707005,ce,Šentjur,"Vrtec Šentjur, enota Planina",Planina pri Sevnici 80,3225,Planina pri Sevnici,,,03 579 11 55,03 746 21 61,vrtec.sentjur@guest.arnes.si,,46.10183,15.40697
PV,14634,1084,5050707006,ce,Šentjur,"Vrtec Šentjur, enota Dramlje",Dramlje 7 A,3222,Dramlje,,,03 579 80 48,03 746 21 61,vrtec.sentjur@guest.arnes.si,,46.27209,15.39242
PV,14635,1084,5050707007,ce,Šentjur,"Vrtec Šentjur, enota Loka",Loka pri Žusmu 74,3223,Loka pri Žusmu,,,03 579 72 51,03 746 21 61,vrtec.sentjur@guest.arnes.si,,46.13704,15.50014
PV,14636,1084,5050707008,ce,Šentjur,"Vrtec Šentjur, enota Blagovna",Proseniško 22,3230,Šentjur,,,03 579 90 67,03 746 21 61,vrtec.sentjur@guest.arnes.si,,46.23952,15.34865
PV,15889,1084,5050707009,ce,Šentjur,"Vrtec Šentjur, enota Prevorje",Lopaca 3,3262,Prevorje,,,03 809 85 40,03 746 21 61,vrtec.sentjur@guest.arnes.si,http://www.v-sentjur.ce.edus.si,46.12561,15.47672
PV,17630,1084,5050707010,ce,Šentjur,"Vrtec Šentjur, enota Kalobje",Kalobje 15,3233,Kalobje,,,03 746 16 93,03 746 21 61,,,46.16917,15.39363
PV,21375,1084,5050707011,ce,Šentjur,"Vrtec Šentjur, enota Šentjur",Ulica Dušana Kvedra 25,3230,Šentjur,,,03 746 21 60,03 746 21 61,vrtec.sentjur@guest.arnes.si,,46.21815,15.39433
PV,1227,1227,5088089001,nm,Šentrupert,"Osnovna šola dr. Pavla Lunačka Šentrupert, Vrtec Čebelica",Šentrupert 57,8232,Šentrupert,,,07 343 47 91,07 343 47 82,info@os-sentrupert.si,http://www.vrtec-sentrupert.si/,45.97658,15.08773
PV,1153,1153,5086388001,nm,Škocjan,Vrtec pri OŠ Frana Metelka Škocjan,Škocjan 51,8275,Škocjan,,,07 384 66 00,07 384 66 22,os-skocjan@guest.arnes.si,,45.90653,15.28854
PV,17010,17010,5086388004,nm,Škocjan,"Vrtec pri OŠ Frana Metelka Škocjan, Bučka",Škocjan 51,8275,Škocjan,,,07 384 66 00,07 384 66 22,group1.osnmsk@guest.arnes.si,,45.90653,15.28854
PV,12772,12772,1828819002,kr,Škofja Loka,"Župnijski zavod Sv. Jurija Stara Loka, Vrtec Sončni žarek",Stara Loka 67,4220,Škofja Loka,,,04 512 60 00,04 512 60 02,vrtec.soncnizarek@siol.net,,46.17258,14.29992
PV,1086,1086,5050774000,kr,Škofja Loka,Vrtec Škofja Loka,Partizanska cesta 1 E,4220,Škofja Loka,,,04 512 24 65,04 512 01 39,vrtec.s-loka@guest.arnes.si,http://vrtec.skofjaloka.si,46.17100,14.30932
PV,16069,1086,5050774001,kr,Škofja Loka,"Vrtec Škofja Loka, enota Ciciban",Sv. Duh 11,4220,Škofja Loka,,,04 513 23 78,,vrtec-sl.ciciban@guest.arnes.si,,46.18133,14.32385
PV,16089,1086,5050774002,kr,Škofja Loka,"Vrtec Škofja Loka, enota Čebelica",Podlubnik 1 A,4220,Škofja Loka,,,04 517 04 41,04 512 01 39,vrtec-sl.cebelica@guest.arnes.si,http://vrtec.skofjaloka.si,46.16952,14.30271
PV,16090,1086,5050774003,kr,Škofja Loka,"Vrtec Škofja Loka, enota Najdihojca",Podlubnik 1 D,4220,Škofja Loka,,,04 512 24 62,04 512 01 39,vrtec-sl.najdihojca@guest.arnes.si,http://vrtec.skofjaloka.si,46.16968,14.29763
PV,16092,1086,5050774004,kr,Škofja Loka,"Vrtec Škofja Loka, enota Pedenjped, oddelek",Reteče 43,4220,Škofja Loka,,,04 513 16 70,04 512 01 39,vrtec-sl.pedenjped@guest.arnes.si,http://vrtec.skofjaloka.si,46.15696,14.36822
PV,16093,1086,5050774005,kr,Škofja Loka,"Vrtec Škofja Loka, enota Rožle",Frankovo naselje 61,4220,Škofja Loka,,,04 513 17 05,04 512 01 39,vrtec-sl.rozle@guest.arnes.si,http://vrtec.skofjaloka.si,46.17072,14.32726
PV,17030,1086,5050774006,kr,Škofja Loka,"Vrtec Škofja Loka, enota Biba",Podlubnik 1 E,4220,Škofja Loka,,,04 512 24 65,04 512 01 39,vrtec.s-loka@guest.arnes.si,http://vrtec.skofjaloka.si,46.17001,14.29727
PV,16091,1086,5050774007,kr,Škofja Loka,"Vrtec Škofja Loka, enota Pedenjped",Frankovo naselje 51 A,4220,Škofja Loka,,,04 513 16 70,04 512 01 39,vrtec-sl.pedenjped@guest.arnes.si,http://vrtec.skofjaloka.si,46.16974,14.32783
PV,19090,1086,5050774008,kr,Škofja Loka,"Vrtec Škofja Loka, enota Bukovica",Bukovica 43,4227,Selca,,,05 994 14 90,04 512 01 39,vrtec-sl.bukovica@guest.arnes.si,http://vrtec.skofjaloka.si,46.20002,14.24105
PV,24275,1086,5050774009,kr,Škofja Loka,"Vrtec Škofja Loka, enota",Partizanska cesta 1 E,4220,Škofja Loka,,,04 512 24 65,04 512 01 39,vrtec.s-loka@guest.arnes.si,http://vrtec.skofjaloka.si,46.17100,14.30932
PV,24276,1086,5050774010,kr,Škofja Loka,"Vrtec Škofja Loka, enota Kamnitnik",Partizanska cesta 1 E,4220,Škofja Loka,,,04 512 24 65,04 512 01 39,vrtec.s-loka@guest.arnes.si,http://vrtec.skofjaloka.si,46.17100,14.30932
PV,23196,23196,7070934000,kr,Škofja Loka,"Zasebni vrtec Duhec, vzgoja in varstvo predšolskih otrok d.o.o.",Sv. Duh 188 A,4220,Škofja Loka,,,041 210 623,,,,46.18620,14.32339
PV,23197,23196,7070934001,kr,Kranj,"Zasebni vrtec Duhec, Enota Kranj",Župančičeva ulica 22,4000,Kranj,,,,,,,46.23823,14.36098
PV,18090,18090,2111691000,lj,Škofljica,Smrkolin d.o.o.,Reber pri Škofljici 7,1291,Škofljica,,,366 37 10,,,,45.98852,14.59688
PV,20295,20295,6284949000,lj,Škofljica,Vrtec Škofljica,Kamnikarjeva ulica 8,1291,Škofljica,,,059 252 011,059 252 019,,,46.00076,14.55780
PV,20395,20295,6284949001,lj,Škofljica,"Vrtec Škofljica, enota Bisernik",Kamnikarjeva ulica 8,1291,Škofljica,,,05 925 20 11,05 925 20 19,vrtec.skofljica@guest.arnes.si,,46.00076,14.55780
PV,20375,20295,6284949002,lj,Škofljica,"Vrtec Škofljica, Enota Cekinček",Kamnikarjeva ulica 10,1291,Škofljica,,,05 925 20 11,05 925 20 19,vrtec.skofljica@guest.arnes.si,,46.00131,14.55735
PV,20355,20295,6284949003,lj,Škofljica,"Vrtec Škofljica, Enota Citronček",Mijavčeva ulica 18,1291,Škofljica,,,05 925 20 11,05 925 20 19,vrtec.skofljica@guest.arnes.si,,45.98663,14.57463
PV,20415,20295,6284949004,lj,Škofljica,"Vrtec Škofljica, Enota Škratec",Ob potoku 32 A,1291,Škofljica,,,05 925 20 11,05 925 20 19,vrtec.skofljica@guest.arnes.si,,45.98077,14.57978
PV,20455,20295,6284949005,lj,Škofljica,"Vrtec Škofljica, dislocirani oddelek Modrin",Albrehtova ulica 6,1291,Škofljica,,,05 925 20 11,05 925 20 19,vrtec.skofljica@guest.arnes.si,,45.98666,14.57201
PV,23755,20295,6284949006,lj,Škofljica,"Vrtec Škofljica, enota Pisanček",Dolenjska cesta 342,1291,Škofljica,,,05 925 20 11,05 925 20 19,vrtec.skofljica@guest.arnes.si,http://---www.vrtecskofljica.si,45.99898,14.55559
PV,1321,1321,5924774000,ce,Šmarje pri Jelšah,JZ Otroški vrtec Šmarje pri Jelšah,Slomškova ulica 13,3240,Šmarje pri Jelšah,,,03 817 15 80,03 817 15 81,info@vrtec-smarje.si,http://www.vrtec-smarje.si/sl/enote,46.23018,15.51592
PV,13049,1321,5924774001,ce,Šmarje pri Jelšah,"JZ Otroški vrtec Šmarje pri Jelšah, Enota Mavrica Mestinje",Mestinje 43,3241,Podplat,,,03 810 41 83,,info@vrtec-smarje.si,http://www.v-smarje.ce.edus.si,46.23655,15.55959
PV,13189,1321,5924774002,ce,Šmarje pri Jelšah,"JZ Otroški vrtec Šmarje pri Jelšah, enota Sonček Šmarje",Slomškova ulica 13,3240,Šmarje pri Jelšah,,,03 817 15 80,03 817 15 81,info@vrtec-smarje.si,http://www.v-smarje.ce.edus.si,46.23018,15.51592
PV,13209,1321,5924774003,ce,Šmarje pri Jelšah,"JZ Otroški vrtec Šmarje pri Jelšah, dislocirani oddelek enote Sonček na Svetem Štefanu",Sveti Štefan 72,3264,Sveti Štefan,,,03 177 77 51,,jelka.kitak@vrtec-smarje.si,http://www.v-smarje.ce.edus.si,46.18474,15.48894
PV,13210,1321,5924774004,ce,Šmarje pri Jelšah,"JZ Otroški vrtec Šmarje pri Jelšah, dislocirani oddelek enote Sonček v Zibiki",Zibika 5,3253,Pristava pri Mestinju,,,03 177 77 52,,jelka.kitak@vrtec-smarje.si,http://www.v-smarje.ce.edus.si,46.19170,15.55603
